NormDist,preproc_one_tree,search_one_tree,preproc_two_trees,search_two_trees,one_tree_time_ms,two_trees_time_ms,,
20.049449088892,1545,213.56413075,3330.466608,4.09006983640082,1758.56413075,3334.5566778364,,
22.0947619714975,1545,215.38316325,3342.856099,3.78846101893939,1760.38316325,3346.64456001894,,
24.3446189175795,1545,224.051646,3262.210478,4.04499477935223,1769.051646,3266.25547277935,,
26.8194731142234,1545,215.5686095,3278.718273,3.94869734980237,1760.5686095,3282.6669703498,,
29.5418231884,1545,217.745178625,3226.036536,4.01944983299799,1762.745178625,3230.055985833,,
32.5364177380708,1545,211.135541625,3335.607995,3.74384959737828,1756.135541625,3339.35184459738,,
35.830480317918,1545,215.667727125,3255.172233,4.00436646292585,1760.667727125,3259.17659946293,,
39.4539569249591,1545,212.1351755,3357.850991,4.05207112981744,1757.1351755,3361.90306212982,,
43.4397882338641,1545,210.294396875,3337.739162,3.82459608221797,1755.294396875,3341.56375808222,,
47.8242090568001,1545,215.01150825,2887.024808,3.88061136893204,1760.01150825,2890.90541936893,,
52.6470777501301,1545,216.84683275,3310.024461,4.04321576923077,1761.84683275,3314.06767676923,,
57.9522385625465,1545,214.0406885,3322.598767,3.70634369016698,1759.0406885,3326.30511069017,,
63.7879202186896,1545,213.2828435,3309.486137,3.84197518461538,1758.2828435,3313.32811218462,,
70.2071743617206,1545,216.423715125,3330.962454,3.89425852826511,1761.423715125,3334.85671252826,,
77.2683578406762,1545,218.596250375,3356.875292,3.83501301535509,1763.596250375,3360.71030501535,,
85.0356632270221,1545,207.434726875,3249.88936,4.19022050943396,1752.434726875,3254.07958050943,,
93.5797023832751,1545,214.042386625,3269.589355,3.86169011196911,1759.042386625,3273.45104511197,,
102.978148388852,1545,213.6506405,3294.32727,3.90947553033268,1758.6506405,3298.23674553033,,
113.316441658833,1545,213.77928975,3261.046326,3.85451312331406,1758.77928975,3264.90083912331,,
124.688566674888,1545,220.511309125,3272.42289,3.90902388649706,1765.511309125,3276.3319138865,,
137.19790638956,1545,215.60662825,3289.871643,4.0603012703252,1760.60662825,3293.93194427032,,
150.958182071211,1545,220.386284875,3373.036227,3.75536770864662,1765.386284875,3376.79159470865,,
166.094487133663,1545,213.6109145,3365.880461,3.85960219111969,1758.6109145,3369.74006319112,,
182.744424349005,1545,220.877935125,3295.626094,3.80076084790874,1765.877935125,3299.42685484791,,
201.059356781831,1545,208.15796125,3315.805587,3.83555989635317,1753.15796125,3319.64114689635,,
221.205783817071,1545,223.090073571429,3278.205846,3.77155932264151,1768.09007357143,3281.97740532264,,
243.366854790729,1545,211.151666125,3290.336322,3.97533542147117,1756.151666125,3294.31165742147,,
267.744033983822,1545,213.137006375,3254.600601,3.67115998713235,1758.137006375,3258.27176098713,,
294.558932115821,1545,208.623742125,3321.5798,3.92825313163065,1753.623742125,3325.50805313163,,
324.055320987545,1545,211.573023375,3417.829597,3.63543551636364,1756.573023375,3421.46503251636,,
356.501349588419,1545,212.831138875,3488.432027,3.81430235496183,1757.831138875,3492.24632935496,,
392.191981814553,1545,216.43266225,4274.294706,3.86266609477756,1761.43266225,4278.15737209478,,
431.451677958695,1545,214.580317625,4224.536401,3.77515700756144,1759.580317625,4228.31155800756,,
474.637344349252,1545,216.80497875,4183.02804,3.94920985375494,1761.80497875,4186.97724985376,,
522.141577953261,1545,217.3782045,4289.619673,3.85909324903475,1762.3782045,4293.47876624904,,
574.396235439728,1545,213.0745445,4360.330863,3.75452957706767,1758.0745445,4364.08539257707,,
631.87635914934,1545,216.8348045,4180.062536,3.78956282352941,1761.8348045,4183.85209882353,,
695.10449566119,1545,218.014849142857,4047.513378,3.82392409560229,1763.01484914286,4051.3373020956,,
764.655446216227,1545,218.631726285714,4198.334715,3.82676323371648,1763.63172628571,4202.16147823372,,
841.161492183076,1545,217.279263142857,4362.788986,3.95375753952569,1762.27926314286,4366.74274353953,,
925.31814307048,1545,218.023442571429,4302.445481,3.95044434387352,1763.02344257143,4306.39592534387,,
1017.89045934101,1545,216.113611142857,4212.040635,3.79882045247148,1761.11361114286,4215.83945545247,,
